Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20251118|A|294488|66|772869|B,Q,N
20251118|AA|1214155|2731|1988251|B,Q,N
20251118|AAA|110|0|2303|Q
20251118|AAAA|26960|0|27050|Q
20251118|AAAU|220854|1600|396957|B,Q,N
20251118|AACBR|29|0|47|Q
20251118|AACBU|41|0|45|Q
20251118|AACG|2028|0|22321|Q
20251118|AADR|145|0|3372|Q
20251118|AAL|15813935|19067|32198513|B,Q,N
20251118|AALG|1394|0|1881|Q,N
20251118|AAM|2|0|4|B
20251118|AAME|6688|0|14110|B,Q,N
20251118|AAMI|20699|0|55406|Q,N
20251118|AAM/WS|10047|5347|64509|Q
20251118|AAOI|519732|2535|1212083|B,Q,N
20251118|AAON|303535|2376|359843|B,Q,N
20251118|AAP|185178|0|250797|B,Q,N
20251118|AAPB|3479|0|12505|Q
20251118|AAPD|182850|1600|1110162|B,Q,N
20251118|AAPG|2086|0|3045|Q
20251118|AAPL|3996333|31791|14142616|B,Q,N
20251118|AAPU|216399|950|884583|B,Q,N
20251118|AAPW|4365|0|8404|B,Q,N
20251118|AAPX|12763|0|24099|Q
20251118|AAPY|1028|0|2159|Q
20251118|AARD|28491|0|57645|B,Q,N
20251118|AAT|67303|0|112108|Q,N
20251118|AAUC|44113|0|69031|B,Q,N
20251118|AAUM|226|0|456|Q
20251118|AAUS|200|0|335|Q
20251118|AAVM|7|0|69|Q
20251118|AAXJ|67516|0|208702|Q,N
20251118|AB|23851|0|64699|B,Q,N
20251118|ABAT|1655571|50391|3680105|B,Q,N
20251118|ABBV|1266812|277|2675881|B,Q,N
20251118|ABCB|94482|158|158785|B,Q,N
20251118|ABCL|458747|22|1611408|B,Q,N
20251118|ABCS|1106|0|1807|Q
20251118|ABEO|307546|2600|639933|B,Q,N
20251118|ABEQ|9|0|1043|Q
20251118|ABEV|8566366|2040|19409521|B,Q,N
20251118|ABFL|29127|0|34813|Q,N
20251118|ABG|25614|0|39353|B,Q,N
20251118|ABI|3|0|10|Q
20251118|ABIG|1|0|3|Q
20251118|ABL|125328|0|233238|Q,N
20251118|ABLD|2312|0|3441|Q
20251118|ABLLL|3163|0|5287|Q
20251118|ABLV|372|0|4046|Q,N
20251118|ABLVW|2711|211|6683|Q
20251118|ABM|43272|0|98783|B,Q,N
20251118|ABNB|747348|52886|2098064|B,Q,N
20251118|ABNG|243|0|258|Q
20251118|ABNY|688|0|7042|Q
20251118|ABOS|18315|3523|62881|Q
20251118|ABP|3488|0|7590|Q,N
20251118|ABR|1286303|9803|2160081|B,Q,N
20251118|ABRpD|1869|0|4427|B,Q,N
20251118|ABRpE|1365|0|4394|Q
20251118|ABRpF|2091|0|2826|Q,N
20251118|ABSI|689513|785|1796370|B,Q,N
20251118|ABT|1249280|0|2389894|B,Q,N
20251118|ABTC|1620170|14438|2453062|B,Q,N
20251118|ABTS|435|0|4272|Q
20251118|ABUS|113301|0|268723|B,Q,N
20251118|ABVC|13845|0|27765|Q,N
20251118|ABVE|222612|89008|916963|B,Q,N
20251118|ABVEW|2277|1447|14321|Q
20251118|ABVX|147771|1660|511741|B,Q,N
20251118|ACA|54177|0|69920|Q,N
20251118|ACAD|235382|1750|659303|B,Q,N
20251118|ACB|155496|0|299288|Q,N
20251118|ACCL|1014|0|6737|Q
20251118|ACCO|372580|10|583560|B,Q,N
20251118|ACCS|826|710|6250|Q,N
20251118|ACDC|209648|0|439831|Q,N
20251118|ACEI|12622|0|12629|Q,N
20251118|ACEL|24942|0|47496|B,Q,N
20251118|ACES|7231|0|15463|Q
20251118|ACET|399254|106075|1005017|B,Q,N
20251118|ACFN|3705|0|10695|B,Q,N
20251118|ACGL|300993|782|522625|B,Q,N
20251118|ACGLN|8601|0|19994|B,Q,N
20251118|ACGLO|7103|0|16486|Q
20251118|ACHC|661763|100|1248542|B,Q,N
20251118|ACHR|16838909|18822|35866944|B,Q,N
20251118|ACHR/WS|31146|11246|36137|B,Q,N
20251118|ACHV|118212|0|193989|B,Q,N
20251118|ACI|1123778|3100|1865834|B,Q,N
20251118|ACIC|20875|0|40163|Q,N
20251118|ACII|15659|0|15685|Q,N
20251118|ACIO|45097|0|139480|Q,N
20251118|ACIU|57438|0|107594|Q,N
20251118|ACIW|109766|572|226388|B,Q,N
20251118|ACKY|5674|0|27055|Q,N
20251118|ACLC|207|0|786|Q
20251118|ACLO|8|0|14|Q
20251118|ACLS|173668|437|228861|B,Q,N
20251118|ACLX|137674|651|394810|B,Q,N
20251118|ACM|539161|374|731537|B,Q,N
20251118|ACMR|217655|400|353906|B,Q,N
20251118|ACN|642835|2803|1141693|B,Q,N
20251118|ACNB|699|0|2497|Q
20251118|ACNT|27408|2746|44303|B,Q,N
20251118|ACOG|36803|0|92838|Q,N
20251118|ACON|2075|100|3569|Q,N
20251118|ACONW|1213|1213|1213|Q
20251118|ACP|91076|0|363505|B,Q,N
20251118|ACPpA|501|0|3842|Q
20251118|ACR|3089|5|9278|Q,N
20251118|ACRE|103176|0|161353|B,Q,N
20251118|ACRpC|856|0|4235|Q
20251118|ACRpD|934|0|2329|Q,N
20251118|ACRS|132083|0|293015|Q,N
20251118|ACRV|219852|0|414450|Q,N
20251118|ACSI|41|0|64|B,Q
20251118|ACT|37560|100|57156|Q,N
20251118|ACTG|17019|0|31913|B,Q,N
20251118|ACTU|2622|0|6415|Q,N
20251118|ACU|3120|0|4690|Q,N
20251118|ACV|4593|200|12516|B,Q
20251118|ACVA|456095|0|1136017|B,Q,N
20251118|ACVF|513|0|2087|Q,N
20251118|ACWI|962382|1885|1303440|B,Q,N
20251118|ACWV|36076|0|47194|Q,N
20251118|ACWX|383024|297|628855|B,Q,N
20251118|ACXP|8700|0|16203|B,Q,N
20251118|AD|62796|198|70871|Q,N
20251118|ADAG|2285|0|14077|Q
20251118|ADAM|51819|460|91472|B,Q,N
20251118|ADAMG|915|0|3942|Q
20251118|ADAMH|6014|0|10535|Q
20251118|ADAMI|734|0|1428|Q
20251118|ADAML|200|0|222|Q
20251118|ADAMM|1879|0|3514|Q
20251118|ADAMN|8668|999|13594|Q,N
20251118|ADAMZ|880|0|2147|Q
20251118|ADBE|543481|4638|1165454|B,Q,N
20251118|ADBG|35651|0|154142|Q,N
20251118|ADC|215667|9|425529|B,Q,N
20251118|ADCpA|2420|0|5043|Q,N
20251118|ADCT|27277|0|239284|Q,N
20251118|ADEA|192488|0|373152|B,Q,N
20251118|ADFI|1905|0|8160|Q
20251118|ADGM|33363|0|69362|Q
20251118|ADI|776279|210|1184349|B,Q,N
20251118|ADIL|125009|0|263528|B,Q,N
20251118|ADIV|321|0|4032|Q
20251118|ADM|751906|150|1003706|B,Q,N
20251118|ADMA|343100|13532|607406|B,Q,N
20251118|ADME|4323|0|5995|Q
20251118|ADNT|155287|350|349833|B,Q,N
20251118|ADP|376444|521|725057|B,Q,N
20251118|ADPT|238508|6926|872088|B,Q,N
20251118|ADPV|6409|0|19808|Q,N
20251118|ADSE|3425|0|10782|Q,N
20251118|ADSEW|1800|0|2000|Q
20251118|ADSK|205496|268|481477|B,Q,N
20251118|ADT|968523|8764|1975096|B,Q,N
20251118|ADTN|86098|0|299273|B,Q,N
20251118|ADTX|10755|2891|19468|B,Q,N
20251118|ADUR|38854|283|119118|B,Q,N
20251118|ADUS|38403|0|66328|B,Q,N
20251118|ADV|74431|0|175886|Q,N
20251118|ADVB|29316|0|49557|B,Q
20251118|ADVE|35|0|42|Q
20251118|ADVM|43099|0|383338|Q,N
20251118|ADX|88399|0|226249|B,Q,N
20251118|ADXN|1083|0|2204|B,Q
20251118|AEBI|48045|0|93404|B,Q,N
20251118|AEC|29194|50|63128|Q,N
20251118|AEE|281188|6|563468|B,Q,N
20251118|AEF|16767|0|56191|Q,N
20251118|AEFC|6559|0|25122|Q
20251118|AEG|823400|0|3399578|B,Q,N
20251118|AEHL|3838|0|20094|Q,N
20251118|AEHR|120574|0|385093|B,Q,N
20251118|AEI|7567|0|22986|Q,N
20251118|AEIS|130764|0|198213|B,Q,N
20251118|AEM|372940|39|771814|B,Q,N
20251118|AEMD|3936|597|6126|Q,N
20251118|AEMS|18604|0|27209|Q
20251118|AENT|21995|0|44750|B,Q,N
20251118|AENTW|1973|30|5223|B,Q
20251118|AEO|810823|0|1306644|B,Q,N
20251118|AEON|401596|1|768596|B,Q,N
20251118|AEP|533931|66|979033|B,Q,N
20251118|AER|208100|0|388215|B,Q,N
20251118|AERO|87268|0|405526|Q,N
20251118|AERT|5207|0|31479|B,Q,N
20251118|AES|684681|1432|3084501|B,Q,N
20251118|AESI|989501|0|1400665|Q,N
20251118|AESR|3729|0|7123|Q
20251118|AETH|177|0|1845|Q,N
20251118|AEVA|401170|848|771404|B,Q,N
20251118|AEVAW|5690|0|10692|Q
20251118|AEXA|13569|0|98362|B,Q
20251118|AEYE|25466|0|83371|B,Q,N
20251118|AFB|21421|0|40442|Q
20251118|AFBI|42|0|385|Q
20251118|AFCG|98822|331|217917|B,Q,N
20251118|AFG|82162|68|130221|B,Q,N
20251118|AFGB|1673|0|3398|Q
20251118|AFGC|765|0|2126|Q
20251118|AFGD|266|0|1369|Q
20251118|AFGE|2445|27|4403|Q
20251118|AFIF|46108|0|84961|Q,N
20251118|AFIX|1|0|7|Q
20251118|AFJK|944|68|2817|Q
20251118|AFK|1218|0|11359|B,Q,N
20251118|AFL|380383|85|669637|B,Q,N
20251118|AFLG|10091|0|25771|Q,N
20251118|AFMC|1449|0|6212|Q
20251118|AFOS|78|0|133|Q
20251118|AFRI|414|0|640|Q
20251118|AFRM|1181319|2728|2035104|B,Q,N
20251118|AFRU|14519|4053|22286|B,Q,N
20251118|AFSC|26|0|19310|Q
20251118|AFSM|3851|383|18194|Q
20251118|AFYA|15886|0|35162|B,Q,N
20251118|AG|995442|11804|3901911|B,Q,N
20251118|AGAE|56470|5032|191745|B,Q
20251118|AGCC|14366|0|133729|B,Q,N
20251118|AGCO|99505|339|136495|B,Q,N
20251118|AGD|12422|500|42772|B,Q,N
20251118|AGEM|1103|0|5574|Q
20251118|AGEN|46560|3303|171627|B,Q,N
20251118|AGG|1247293|37|4122639|B,Q,N
20251118|AGGA|651|0|3032|Q
20251118|AGGH|31917|0|62838|Q
20251118|AGGS|7161|0|7197|Q
20251118|AGGY|8160|0|43947|Q,N
20251118|AGH|4486|409|30414|Q
20251118|AGI|617237|29|858277|B,Q,N
20251118|AGIO|135325|592|219905|B,Q,N
20251118|AGIQ|6094|0|16770|B,Q,N
20251118|AGIX|6635|10|26784|Q,N
20251118|AGL|1401599|0|4256846|B,Q,N
20251118|AGM|6738|0|16822|Q,N
20251118|AGM/A|5|0|5|Q
20251118|AGMH|3271|0|8379|B,Q
20251118|AGMI|629|0|914|Q
20251118|AGMpD|99|0|1103|Q
20251118|AGMpE|25|0|25|B
20251118|AGMpF|3472|0|14565|Q
20251118|AGMpG|296|0|8638|Q
20251118|AGMpH|2888|0|4618|Q,N
20251118|AGNC|7864915|3951|13798282|B,Q,N
20251118|AGNCL|3869|0|7222|Q
20251118|AGNCM|5514|0|6301|Q
20251118|AGNCN|5441|0|13106|Q,N
20251118|AGNCO|3846|0|16289|Q
20251118|AGNCP|3635|0|11853|Q
20251118|AGNCZ|4548|0|14169|Q
20251118|AGNG|1432|0|5501|Q
20251118|AGO|84050|0|118130|Q,N
20251118|AGOX|3578|0|8185|Q,N
20251118|AGQ|223235|655|417847|B,Q,N
20251118|AGQI|56|0|1616|Q
20251118|AGRH|5000|0|5001|Q
20251118|AGRO|59995|0|79832|B,Q,N
20251118|AGRW|418|0|437|Q
20251118|AGRZ|3932|2381|51247|Q,N
20251118|AGX|55160|0|101269|B,Q,N
20251118|AGYS|19485|0|34792|B,Q,N
20251118|AGZ|1381|81|7599|Q,N
20251118|AGZD|3049|0|10976|Q
20251118|AHCO|160691|153|318294|B,Q,N
20251118|AHG|1820|0|3699|Q,N
20251118|AHH|187765|65|367588|Q,N
20251118|AHHpA|1866|0|3342|B,Q,N
20251118|AHL|42427|0|137266|B,Q,N
20251118|AHLpD|2830|0|5472|Q
20251118|AHLpE|565|0|2140|Q
20251118|AHLpF|889|0|1641|Q,N
20251118|AHLT|175|0|1521|Q
20251118|AHMA|3400|0|10345|B,Q,N
20251118|AHR|167228|107|703201|B,Q,N
20251118|AHT|7492|0|21026|B,Q,N
20251118|AHTpD|259|0|408|Q,N
20251118|AHTpF|500|0|1429|Q
20251118|AHTpG|250|0|257|Q
20251118|AHTpH|693|0|2925|Q
20251118|AHTpI|843|0|2994|Q
20251118|AHYB|2317|0|2749|Q
20251118|AI|985948|2943|2266769|B,Q,N
20251118|AIA|17114|50|123137|Q,N
20251118|AIBD|315076|0|359122|B,Q
20251118|AIBU|6317|0|34500|B,Q
20251118|AIEQ|307|0|2302|Q,N
20251118|AIFD|170|0|5499|Q
20251118|AIFF|44563|0|88312|Q,N
20251118|AIFU|1836|0|2157|B,Q,N
20251118|AIG|408399|122|712021|B,Q,N
20251118|AIHS|9703|0|29865|Q,N
20251118|AII|26970|920|62147|B,Q,N
20251118|AIIA/U|200|0|200|Q
20251118|AIIO|174380|2382|485952|B,Q,N
20251118|AIIOW|8000|0|23100|Q
20251118|AIM|7759|168|27285|B,Q,N
20251118|AIMD|2057|0|5674|Q
20251118|AIN|70612|9|503788|B,Q,N
20251118|AINP|2794|0|6036|Q
20251118|AIO|21796|0|85617|B,Q,N
20251118|AIOO|617|0|980|Q
20251118|AIOT|403764|0|769734|B,Q,N
20251118|AIP|47365|0|141002|B,Q,N
20251118|AIPI|45610|0|107572|B,Q,N
20251118|AIPO|28369|0|85392|Q,N
20251118|AIQ|444514|14911|1711507|B,Q,N
20251118|AIR|41169|222|115396|B,Q,N
20251118|AIRE|1054512|0|2190733|B,Q,N
20251118|AIRG|22079|0|45147|Q
20251118|AIRI|1856|0|6418|Q
20251118|AIRJ|33721|1507|47454|B,Q,N
20251118|AIRJW|1|0|78|Q
20251118|AIRO|173660|0|326785|B,Q,N
20251118|AIRR|125136|0|811147|B,Q,N
20251118|AIRS|181782|14134|841467|Q,N
20251118|AIRT|6|0|86|Q
20251118|AIRTP|117|0|1076|Q
20251118|AIS|7052|0|48738|B,Q
20251118|AISP|175509|35590|502813|B,Q,N
20251118|AISPW|1665|0|6233|Q
20251118|AIT|36610|44|82138|B,Q,N
20251118|AIV|149032|0|502752|Q,N
20251118|AIVC|247|0|3126|Q,N
20251118|AIVI|150|0|2119|Q,N
20251118|AIVL|8|0|732|Q
20251118|AIXI|164205|0|246820|Q,N
20251118|AIYY|394738|0|825867|B,Q,N
20251118|AIZ|40167|15|67362|B,Q,N
20251118|AIZN|4237|0|7972|Q
20251118|AJG|453257|1001|640743|B,Q,N
20251118|AJUL|2|0|956|Q
20251118|AKA|5157|0|8917|Q
20251118|AKAM|1042871|258|1439372|B,Q,N
20251118|AKAN|44452|6|81980|Q,N
20251118|AKBA|1148411|3386|2802839|B,Q,N
20251118|AKO/A|26|0|398|Q
